,PGE_Valley,PGE_Bay,SCE,SDGE
0,0.0,0.0,3055.1012075100043,1128.0968725992275
1,0.0,0.0,14755.502921084197,2760.21267627169
2,0.0,0.0,16440.66531564224,803.4162740185366
3,6599.0778475540355,0.0,43569.3542045945,9191.908491166945
4,4340.23604802712,0.0,52471.46547014433,11824.958444035514
5,14293.733971146665,0.0,83111.49151412133,18040.746497589564
6,681.8376132998437,0.0,36768.397241762716,6518.421944000248
7,0.0,0.0,1408.1149896337574,708.0898331740868
8,1586.2180671866372,0.0,58086.50198917645,13499.410351837354
9,3363.6151826828573,0.0,64355.96577805079,11592.216933944383
10,14874.51361709971,0.0,100321.79666735504,20703.72937299694
11,11307.006781033459,0.0,72737.53930944268,15525.488243537811
12,11389.00700447197,0.0,85076.96464734113,16675.940877495505
13,21822.010165320422,0.0,109763.51617232563,21840.152145068645
14,10624.338110178722,0.0,83564.70366530967,17186.09616534952
15,28536.026175393024,0.0,128154.76367310085,27204.329542228334
16,16197.668006536893,0.0,86575.75959371988,18894.172474994655
17,12506.542760225231,0.0,99242.73384139307,22062.329712945404
18,11838.80084516364,0.0,86286.82957587132,17487.628020912183
19,36848.07431171511,-3.469446951953614e-18,125766.57069916534,27342.443658521246
20,31108.85792067396,0.0,108217.59589914203,22538.890991687604
21,1433.2666135288691,0.0,66746.10019707461,15410.806127153372
22,0.0,0.0,9151.225784307984,2182.8627377430184
23,0.0,0.0,2943.008380082805,686.4725202022391
24,6742.144336649424,0.0,69092.39911162839,14864.008086601343
25,20906.161103209255,0.0,100970.23330871091,22264.86658562326
26,22436.570985966133,15.765382233664873,104181.70006001303,23014.014193245188
27,13782.1407019531,0.0,85805.9831151044,17950.389077573178
28,3192.2007743986815,0.0,57620.10732634705,13445.314858100439
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0
