,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,1218.2460722311348,-287.9172261934708,337.9604697252038,-290.9721119964343,1075.0004909707409,4733.092114466519,1542.7647709917294,-202.63732336112022,-35.82841758779309,29.364200715021653
1,1356.3668927968097,24.833655496309404,462.3593706948029,-208.87117123390016,1672.3059536488422,4572.58524381077,1511.4475868488673,-199.2484540468744,-49.68188675234603,-46.251972957664215
2,1434.245907407946,252.34528704766814,482.2944015750213,112.38317192828913,1758.8141244490307,3849.3852580143393,1316.3404303668449,-393.57691065774185,-42.823326701397775,-31.498893479633388
3,1354.4507851581102,310.27592825741493,4.229645866885534,1975.644606323732,2351.6454596716803,4637.677453076713,1235.1499341649087,-226.86472093431482,-43.507761912049325,-40.39533020823035
4,1520.1498055164293,190.45912918330595,751.72436727238,406.9510179470599,1626.043311509438,4530.612627618709,1399.9884946387463,-393.2333583200295,-30.805021020436723,8.514845199824062
5,1244.404680544454,287.4759837000726,627.3306643538997,536.0457618316868,1922.2788570605235,4499.476395323817,1236.7830800341424,-415.49309887743357,-18.997640331391786,98.09251591352657
6,1536.9432312198292,634.1915262203438,251.08595467769362,717.1505792006951,2310.646286368932,3897.213985738479,1303.8233319204576,-234.71535881014526,-28.556631543781005,7.384831314533027
7,1445.2985395856485,240.9589384427382,571.9582770776425,-57.048834157070644,1991.6614330721177,3950.2232733666806,1399.423087952821,-342.01493544140465,-29.768283183078807,-108.81463222594627
8,1749.885555787756,-232.35634511668792,952.5509414567637,43.00495513869265,1483.5302804079183,3634.6923764110525,1634.1419375150688,-319.9765897410423,-50.058802993569955,-31.68466320493113
9,1838.9368063141064,-136.7464417506158,1437.7358373166312,-634.1013241794393,544.3261438376696,4009.5630806873573,1792.9644445942267,-281.5738685747314,-53.06267698625561,-99.28032494020704
10,1397.2232326004273,532.5366890392199,399.27244486647817,513.8456569432444,1174.2533625374374,3893.8207050926867,1977.073960557326,-383.41540554820574,-56.877470088447936,-142.0055522807265
11,1032.7956373266024,-145.048018117239,243.82571536594205,-249.9345625246612,520.305139177261,4414.543443933388,1822.3640898192536,-190.05097680077262,-51.71952598745182,-2.9739691468045706
12,1152.6759773332815,-551.1557971207435,534.502993104705,-328.96365128353636,587.4874067592966,5579.062859381052,1414.4722425363939,-349.06898280451327,-33.70222319895478,59.57802839716026
13,1331.1894086001685,-325.38143399472403,707.4779424656259,107.79513751202524,1433.4071354510047,5583.770480779807,1465.3443428802268,-168.7559034908414,-32.01580179436994,42.82128896912808
14,1650.8957803213057,-1.5783456145373123,923.9527440065781,858.9006315660488,1728.0579656201094,5119.216197638724,1749.957275919355,-162.13713800868285,-40.17863895223663,16.09314041907578
15,1766.424280711251,170.15765675488342,834.8383924893346,-391.8590548131662,1510.2366512225685,4981.657849479999,1684.1832759713627,-354.5608066875713,-19.030088100419484,57.06983679378384
16,2238.0063016370877,16.665662551915148,824.8279054009539,-111.92350467387132,1612.196495743331,4937.421820169814,1606.6022385952933,-216.28717108553064,-31.844139297135836,-24.212405811769585
17,1939.439614878172,386.7873161747454,609.7303521851811,162.16606999543387,2476.1116326889355,6122.465872037133,1520.085236334725,-361.850212462243,-30.992157330485256,-48.856716105578954
18,1547.842273486031,1490.9623738707594,198.6817754192234,-69.19601885450902,2377.342577832224,5796.331985696971,1354.292350503979,-226.56402702566152,-16.18552769129153,-119.72306552862926
19,1212.297494588258,1634.8100748519234,-295.33760565664784,649.4221107013279,1863.1480011517674,5421.411876352246,1398.3650871990383,-215.78449884589597,-10.373011998147412,37.66655380540491
20,849.9916337706451,1051.3237349789567,311.87497757342055,1190.2006483774833,2676.8412724832756,5283.021021545985,1308.5307873726595,-254.57978682167453,3.389693760839787,-2.26427656381086
21,1328.7145751130106,1134.8471094747408,185.9000323722443,699.9240749291673,2492.228183040939,5261.860140221696,951.508307622704,-319.29450304845614,-9.754550294332187,-180.63876052697609
22,911.2922800229944,1268.9514469337043,290.80251720219144,849.4056403396442,2256.242094197071,5562.46565351679,997.0695078890761,-212.12833106117725,-4.603679027487193,-14.616990296102857
23,225.25708350165473,2101.080333679526,-35.52358886482267,1742.4935324294063,3116.1578330809552,5482.048139420676,885.7414994618744,-177.93926216461506,-10.986843803273393,-92.91612430028545
24,885.439568823004,1600.9076924502965,465.7161869787657,989.9143226729198,2158.8928875870342,5058.54275344453,962.4072364038867,-195.81642502987313,-36.52438809685765,-105.01068192845159
25,981.6406850307668,747.0364202211647,141.91552857308804,1037.4581394663412,2411.647282358336,4520.016796531104,945.8370853333514,-191.41844123736774,-0.05099201339702475,62.13432752115333
26,936.3758580232842,925.5374859954334,489.67148196519213,715.2275434431388,2369.097213610252,3847.6810611195174,1059.4804117342333,-242.88505474270085,-8.679661198205121,90.32571996482744
27,857.8517458756406,1353.983428333458,3.435922673155531,1146.3395414519491,2482.1558096984813,4091.658956556546,1148.6043486878937,-217.49854499333645,-22.450965900824745,141.1897625325214
28,769.4290584834438,719.7674777405216,342.07929060820254,671.5512199936193,2222.89261439397,3232.082843261613,1340.1654096008613,-214.78735730121917,-13.359930760112182,-20.519967514368332
29,880.6634774921367,709.007725032292,-537.9748213542483,1123.1359260380232,2256.323031405049,3364.661692637699,1162.6697730457715,-261.765646449167,-11.999076014022345,-68.19526096259027
30,905.4080499927439,1910.3041239944125,-36.242809698274456,928.2804533917927,2325.3033093339664,3635.581777183432,1535.9504317252267,-221.1617507010951,-33.02167424297383,-130.23970943005875
31,1374.5281787097297,1723.650766727572,284.8242625270178,1221.5848405124907,1649.8827982378207,3833.7200090141273,1469.575718904709,-296.22905396514386,38.05751229504952,22.932145054915615
32,1326.4686040271968,516.5797763968108,-90.03535136150876,2475.5907864218243,-1233.7749034164249,3677.958921649832,1361.9983103538084,-116.26669985013112,29.823649467356315,28.74051974696907
33,657.0907968678005,1708.850573121255,1067.6627756329708,2517.3191405587786,-1374.80770037971,4656.588299474203,1408.3551171356517,-205.30846964711304,-13.325686251120059,38.331871458104196
34,1213.6707104479597,1167.0867030903348,962.5112815606764,-606.1400143753285,1956.3260585632474,5806.6440546738995,1575.3998059782894,-257.5351659499186,62.5745192390976,41.54875120544773
35,1137.1002740457689,113.29487580927542,994.0639647797217,201.93250859693876,2179.7074537330673,5546.988324348545,1574.3041557363508,-246.34765959801334,59.7825004189997,-71.75884915506875
36,1009.1580245208642,-91.67602120300646,706.9786658735984,-201.2876393742174,2037.3477840053752,4974.90595650506,1372.220058759296,-235.46970715512577,38.4929691434636,-23.443470169697324
37,1449.7183289600239,765.5638066279198,513.4433142791909,-155.2781654619123,1667.2184001978376,5327.630619694752,1287.8644245328092,-252.83852394476133,33.554730106607366,12.31847786474308
38,1341.456815064561,1000.9786414000889,487.96992059589525,462.3987753230374,1744.565085392784,5102.012954814618,1362.8257155555254,-188.57883973267303,33.110043299312395,100.59855041220592
39,1671.4717488163924,1484.4336014615244,778.0445235437924,646.1994558992208,2903.356692068383,5600.666431319274,1417.9615184795298,-225.97967754965455,-6.800609264426408,76.5164322346377
40,1513.7378810091354,1964.7535395553875,1117.3810272797054,634.2742414990964,2205.1775484200034,5207.406268008571,1418.5998069050177,-306.7174449832238,2.353944303753625,16.961044201569287
41,909.1064123357472,1605.1105272676662,1080.9788078664078,959.7896595505133,2048.9463167519843,5294.175161788236,1213.0797621986467,-291.1730613172709,47.51901383887288,95.54221501592792
42,1143.7362222735424,1578.3554867838752,1013.3016802503774,470.36975822507657,2011.9659688350112,5215.080042998881,1281.4060661570468,-279.3823642245777,50.85986980013723,-42.24361777988506
43,1332.5750593307725,1399.649467405023,1139.7150309726276,-272.12913135853694,2380.917548223932,6110.95619854855,1765.3291660837276,-233.51989062303036,39.875633771237034,30.311435970124812
44,1155.131923970237,2162.072874020818,1185.1130581157754,-180.77376702628487,1654.9209746138722,5395.854452506821,1528.835439511054,-236.5274914012666,50.72722596795454,-12.872134144944592
45,1560.9292390291125,867.895435105162,974.9461815479978,210.98921679083082,2588.785748394625,5404.55552204592,1643.2995128452937,-346.14533686526914,34.20651520382458,21.431720232019835
46,1775.8290631895907,881.1540606798549,1423.2052839089306,554.1128180355983,2159.2270965801795,5169.065222123451,1691.221360317055,-222.11845562684547,38.079268969181314,23.019463271569613
47,1335.4976916815863,676.0898787483729,1258.4760950439918,-19.638973949654883,1623.4976455094597,4045.6077897620003,1872.2004673819179,-207.45485777154832,28.175697036492746,157.71070432918498
48,1145.400776907367,212.9852541581053,616.9992915925251,161.98783008386056,954.1265215758615,4702.385673926156,1534.662214693529,-144.78355041772136,16.80848812096958,66.42413120063335
49,1009.249172261596,438.75155414809495,774.1369312477183,-49.59947464054778,1511.5686498265316,4530.948950261779,1481.759809609009,-187.36527467195066,33.75405221386529,31.753197585964394
50,1380.7893579552488,48.6730150061415,870.2095310510942,234.65728196317912,2336.7556636411678,5078.531845720504,1392.9876294836401,-197.85122444043066,34.04848688480688,5.633864547553632
51,1156.0391194341223,119.0665694621045,396.0173480630409,169.55042549954874,1696.086027020002,5146.992447361536,1466.2191447322723,-260.6467576580079,16.838728556125186,76.20507462700726
52,1160.8910560741415,-136.56518759157552,719.2402566533925,600.6339608744095,1175.051468238892,5390.356726925093,1613.4395509776677,-253.37433678685966,38.72024888513545,69.5701122665665
53,1397.339537529484,52.534286146368856,479.4847757211053,378.35847832465333,1612.6587527889733,5733.07457396407,1589.7725379159613,-244.31873571679932,21.027992937854403,37.61791601186351
54,1014.5309741450195,308.55831244107725,849.5933179143564,-360.82547561981613,1270.6193353981262,4977.423928337242,1185.7675394652038,-349.97055636341054,26.8555114750302,108.65162060913622
55,924.7482527730541,-415.6000970571544,551.4299697907682,-646.6078388709658,737.8390147298883,4751.115601362094,1237.1906016561675,-284.46698615006943,53.63419437691958,80.44553988558809
56,1246.026847548137,-768.6042068852423,670.5595323489898,-561.3621827774812,1500.5855601063881,5374.956889096607,1596.6773112522667,-292.7474583426875,35.08741083095434,15.879845110479351
57,1270.4808577568247,-689.0222967038658,961.8280209617848,-268.28963556261454,1894.0400269269085,5582.441478729685,1807.354817220144,-186.05751104184515,49.094419161930915,56.09615726641437
58,1051.2125652481013,-137.26192932331944,547.9227441105256,-294.04673783699354,1597.001886203093,4758.196625536021,1538.36156364993,-293.2741506731902,46.648489804797265,16.329568098327577
59,1690.0831592539412,776.2302859041067,741.7525176243748,-9.988015048009515,1071.9965197057634,4672.75197462555,1311.6184155919243,41.545275081875246,-16.155138789304047,164.37219629127748
60,1664.6944783982226,974.997017396842,507.47752611200445,-97.82570446828373,1528.792248245919,4525.632798112545,1621.135421859717,102.47134111291908,-3.9370724082797217,50.1323341140859
61,1895.0483080294462,1505.6697640465084,810.8675429062829,55.705088702243245,850.379462282413,4016.3118343342976,1358.6272414404975,-222.86938562321666,-13.988463892158528,169.05156882586715
62,1423.8807695959786,130.93455285534566,990.0218582939314,443.604191609914,1239.9186827636793,4354.882349945842,1564.675117516663,63.62724453689425,-40.532092155142934,111.52364729593825
63,1140.8891361008623,673.84870906686,556.2626271955064,296.05795364431333,1583.870505762773,4006.1316152026434,1216.3418386062658,-245.76768046658475,-12.543387484259043,155.57207264351493
64,1135.7567477183852,471.96202483330643,785.6951664577005,803.9124772379205,1995.232379514112,4850.29223778267,1269.7772271468525,1.3114494782617498,-29.283299308301395,74.23883749209583
65,1186.2148169538136,429.7908291174676,469.4848974873575,427.8494379095864,1630.395151123194,5642.740287621058,1862.7894027811876,-71.82653109657416,-38.92535732466709,36.0030602409005
66,762.0699455575375,332.5321941115532,306.73561465132997,538.0025685902734,519.8768716395434,6487.290306564868,1579.4119038411404,-25.538922246426402,-14.809673736625989,159.35165977664957
67,1256.9220026431667,585.4493702230247,449.0236308946767,644.6554946610668,1814.2468267891077,5843.727763416427,1971.279304418826,-69.82534087345425,-21.172144624337523,39.82518976658985
68,934.0403684334387,629.5673221774141,369.8764979748062,71.88934459424468,1702.1444437534178,4884.689038040972,1901.066662365493,11.145006841958129,-25.936517895691438,182.71874991287106
69,314.11224901717054,944.5130136423061,21.20701982031045,2028.047438610264,3142.7882845505196,5015.584698633221,1839.5991959065461,-153.2365365712597,-12.745319203449293,218.4643213593025
70,865.4008145195105,764.0737037250724,709.6047366913966,1022.1687379998518,1260.6557266069644,5205.934728141972,1865.7752309565408,-34.390457867085274,-34.92898614381655,142.6885911997396
71,905.5689685951027,955.6674233278936,673.2444715544983,504.6162565152756,2507.096206869281,5032.976442576951,1863.0276854136728,-66.93316102080763,-6.240557752269114,157.3795650165302
72,1002.5879668599025,625.7231383757326,529.4472203025417,933.6499952120769,1725.738006997803,4377.018610217733,1339.5865015816773,1.6173119679532375,-21.687675959875804,82.08987564062335
73,1336.2398961231297,620.3870068213521,703.5596709000436,71.94129740706694,1156.6835815799038,4310.757300103883,1845.8156878108698,47.74602871793932,-48.63567100360868,89.91191734112002
74,1293.5349128155895,235.26994697867616,355.1705403679294,-118.13290257395624,1842.0095298663487,4430.83810862727,1861.3954959013124,-53.05470226255228,-23.843614026258386,144.15750196902692
75,223.02316825166173,558.0077179125553,446.3506782981542,1180.5193252625552,1497.928233996787,4530.717232800095,1963.9668350621855,-10.937419210483228,-31.934931128579656,202.4168306291382
76,590.8275165837222,-49.46056337744733,1068.7364754522514,833.7567287253487,1368.46880885586,4330.417245149473,1261.8552441054064,-123.5108730470935,-70.86212508549953,162.5636002232471
77,432.1523014042159,131.9674019471882,120.40756271850142,1081.5099057166656,2348.674607275517,4674.751263585391,2028.6076225163094,-19.736616946751553,-36.37453129287566,199.47477002751293
78,633.947860937294,407.9654218559219,810.8220945733882,986.5207545647302,1689.3435090401422,4892.912889534176,1269.700598034071,-46.888694523939385,-42.7335819008327,74.21940549585284
79,528.5467544441743,63.97880374032982,247.12869831465312,920.9905651648914,1869.9894215256954,4913.882906325434,1870.0497697241487,-2.0920711332920163,-42.220183248751226,98.09548476937948
80,522.1160337788472,1252.7815622881924,550.7107579322947,-2341.792692797638,3480.8429196837674,939.2850239644546,1847.8638212561887,39.136329899215774,-50.136643650086995,55.64902917374753
81,504.30766785321384,516.3543542501532,407.84527430742776,1895.0704988312361,3090.6936564715234,4897.6337407277615,1776.856409218621,-117.11687569866729,-45.927468151689894,201.03390248392637
82,605.9062928694078,520.6402690574498,762.6424920665651,1259.939286140996,1481.250089435142,4472.9356935848555,2050.2988208799607,-3.317817746097635,-37.45874653752388,167.5858609764173
83,1726.938789042968,1141.9310858294982,808.2244935653948,410.59340073690964,616.7066138463044,5136.379603681679,1628.3004944900058,112.42466357572864,-31.48252075121976,19.784295792155817
84,1298.2723487358303,43.55815374699122,1048.9597461979565,876.7893171679825,914.7664439488526,5332.292675258896,1971.6034917688976,53.343003987199765,-21.60319977767517,78.72234921861406
85,1444.961260168879,510.7791748897079,564.2737560345471,835.531980091532,1515.0825738193212,4596.980635773924,1648.0827637779007,6.482866200652632,-15.621054765150458,119.35782878466648
86,864.6470937690721,651.546345591863,447.03830850441614,1330.7225392490632,2239.082030484862,4834.458076440214,1614.8364389376823,-73.12392700072658,-10.247660617403621,128.64156079423068
87,613.4472997386911,909.2444096301731,421.97335805835314,1451.9726455724024,2893.55989857992,4615.032939545549,1396.6122173180504,-9.137357551990267,-6.056010626614944,193.74977143743152
88,156.75347927059164,995.4131172120017,289.2051842959344,2512.102137161928,3858.119912408973,5146.8773670367045,1718.7718143864836,-131.86171733230816,-4.512214706749784,303.2932075150634
89,1161.324979698226,1269.3140976914626,758.3917761468987,1715.304257478718,2400.9839643363266,5446.728621443836,1274.7685276034642,64.96756527143866,3.272072838118138,223.1857304592545
90,503.78574671366164,806.7660492245357,380.36637171762123,725.6760138837224,2249.831755518692,5509.95048691416,1242.1792545573314,-226.6484971458913,59.09918518362451,-38.37853286048823
91,970.3160415891269,720.0809272190584,1307.0330451670593,-1179.989924948088,1336.6093937225207,4361.072341047471,1206.6540399347573,-188.66509391395175,46.9798701387563,-67.88842737530346
