,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,11072.34679440443,2957.826443523461,13137.00577874926,7475.700887555525,6089.733172701919,1638.572973559118,-1392.576545171039,502.1583145940783,-640.3065726568936,2099.9688745837902,5392.8075241872,1897.620855951762,-336.48054053224547,-32.03284905940157,-47.973731319974206
1,9317.043687280822,3057.737103368404,13534.048150215343,7537.246972916322,6297.653210962995,1721.3633058192313,-1092.2032320835115,884.6018921944841,-253.71271662372928,1957.978373823179,4867.0276655791195,2040.5388250567141,-316.675863638526,-52.38497205029864,0.14959401182552412
2,9279.1913329364,3187.30704069252,14101.939550685158,8357.544937975044,6001.835904580245,1147.1558622667014,-261.5907193372032,707.2501950741492,-821.770213835114,449.4903474903101,5643.43888357607,1813.9089769200857,-308.91292430571605,-66.08970521330059,-60.0256252386889
3,9801.218993228082,3273.427193043135,14194.40242626898,8276.326255663069,5786.356815755657,1652.9185054947422,-591.6164543573989,864.4437201959096,-606.627160601831,667.4720892694028,5382.574647876109,1266.0382077494235,-210.12046765612317,-35.302037899842944,-54.72295305699353
4,11157.311200046688,3340.7734831883317,14382.794217100856,7737.097755986898,5781.242465850283,1022.238649764543,-653.0720257573587,-49.75313660475193,-1088.7307879064406,177.70823747711285,5753.915733951039,1124.511091950371,-272.3478383036681,-34.5944874022522,-86.79839961526552
5,8658.013350303376,2806.842587979011,12089.23576319553,7072.713196826586,5515.6016924824535,1141.5043168350303,662.3052916179189,235.8880977969876,-972.5471860633929,731.4404541858539,5364.4355338808455,1728.3104396425617,-310.7993697583125,-48.660512793215055,115.81040145095523
6,8797.655655389746,2661.7114134594976,11016.895537038923,6650.170156552902,5526.1876291219305,921.6961958923298,1104.1428515530743,161.70641832856248,159.12008963119524,1062.6485344118894,5124.736019365173,1546.8546334578893,-340.35862498244285,-16.599043792976047,137.7658372748656
7,9290.776917654794,3041.9013876358304,12852.15215898367,7232.723179389882,5638.0200739510565,842.5237853027309,774.5516717128121,422.22088294420183,619.384593626573,1989.6880508651698,3914.1267380957893,1601.3166578929554,-359.25525711792795,-11.65844435783955,46.27359660652481
8,8943.414952651883,3118.5401742013437,13592.669479429416,7405.186818106312,5855.6581869017,687.9230456316685,399.1395671940654,374.92042808679446,455.0788210455722,1682.2239488993146,3715.2137736489203,1707.5457508619234,-343.75104922327813,-34.185267388464396,24.30778437557695
9,8460.31536057307,3014.141936044218,13300.461769946423,7705.393711893004,6016.641970894321,1000.9887718282359,210.25975588726737,757.4169368224091,703.4562487475089,1629.9612519496877,4638.425221064642,1965.046060587364,-307.4337407051444,-34.06493376564558,57.79545708846937
10,8417.268851801655,2934.374917559431,13572.280274608915,8117.084652082727,5836.383675754538,705.4408813365684,1174.7612586298605,486.96602054084894,415.14707061614195,1804.612198737048,3472.7363720288618,1657.2104132472757,-262.12096511308164,-19.149212369645813,-3.8837081836930167
11,8416.358077549554,3184.358187000677,14288.151120022192,7861.505151976944,5878.195407167426,1205.6015796101694,1715.6752353703623,900.3765891754645,642.1579811698208,2206.085991607377,4541.202164514171,1198.9457227155283,-339.4790308078842,-25.526797744190745,-41.791021137300255
12,7478.40957771149,2821.3517170290347,11533.442507198366,7337.723497089576,5492.634191309362,1154.5631384858968,710.2164053270454,460.3512478058427,813.4868018588709,1444.0660696079888,5007.420661317877,1580.0657853053635,-195.41494949372682,-18.78022623694858,15.304719577586638
13,6616.4406573432,3192.602942053159,13119.762892245533,6163.77037982688,5791.53147559687,1218.983109934789,787.0405456732194,439.77001987089005,689.5178411505265,2345.2845004397823,5644.180091912796,979.4749218591384,-237.53775574118464,28.33447256663247,16.273921080708583
14,7548.4120770354575,2916.1819618917934,13341.544007105795,7462.952399912842,6093.754310086127,1416.314919900064,1010.2172991596601,431.8253472382799,-1.6766918294762831,1643.7834575859056,4846.341403965308,1738.225013600028,-369.0849089914544,-11.182560114488869,-144.63303156644218
15,7184.1546824687175,2838.083382589645,13092.16299230301,7178.57221321017,6441.6030717175,1354.7532688766162,1404.493523091267,539.7551847174323,-166.89658577248588,2836.2668132989897,5156.376297991231,1324.602974243822,-352.6412559623781,0.631320527373596,-118.57521450180457
16,6275.773560428443,2979.203949768703,13991.162201406636,7005.60040321158,5816.884971569648,1486.6779639263043,554.642752369811,444.18310746220925,1145.3916063981958,3721.442806302601,6976.930275840904,1229.744165297835,-230.7082810309933,20.879610462325076,-73.76114086887367
17,5934.329886227924,2670.424172772648,13280.043778057016,6401.456299118808,5451.001051729051,1163.2918692110509,721.8057421728502,792.1587450297926,1415.3987671713683,2367.0342100390667,4399.120684955047,840.4797834786112,-225.3481033965215,-36.95698654124096,41.330480816995454
18,6820.169758021889,2910.3512407840194,13596.64141181042,6725.949123733298,5609.488527311123,1479.955923595828,-219.71682238227493,1023.274809802187,1436.8640733486397,3171.8407489512742,5395.851005342044,1192.9013704321926,-195.51310353112706,-25.94806928187891,-2.386240237235498
19,6673.098488101719,2550.3129942947216,12339.208931738542,6262.550632262876,5095.325641216309,1266.7100355312762,713.7277846121042,628.0101245493945,503.18591957785327,2514.6491980735736,4970.156751539893,1094.1315026397972,-205.9992320115234,0.7176155152747512,165.10833162398455
20,7105.563623165759,2493.550223468068,11117.68987767275,6205.322937258312,4540.512056539234,1590.1885039508377,660.6654396704025,858.6914672144866,42.653536906982595,2329.280071895535,7536.077344914782,1190.0306611700275,-205.83835628836835,-14.230704570748154,223.308646017334
21,8270.371727674148,2819.6100394797977,11960.066172951416,6430.382648739109,5625.410006221375,1347.5878522144621,-88.27377836952861,449.58113216625077,719.8144386899803,1957.0074437470462,5281.3065270518455,1467.3195176154138,-353.73928625124006,-23.83328137169857,-11.178100128049202
22,8646.239038171905,2953.0679680594917,12429.861738126445,7240.074846077326,6096.79970740345,1327.1759881834325,-415.5257211767868,385.96654587277584,713.837041525416,1521.2294434208652,5441.283760954527,1507.6291111107864,-393.50231700533783,-21.487889826606505,-8.616178689243654
23,8873.024927261053,2986.6814265535736,11886.568880293928,7185.535378883074,5793.397870001418,1157.4688957270284,-1020.4322649167043,81.99625527607986,-18.700322115987206,1701.8744305253601,4761.534329560469,1779.0261351515476,-364.3685077806879,-12.257663006458202,-35.99518800223041
24,8254.50995607289,2988.7069356110947,12984.046693626144,7630.003696590285,6164.196927418607,1028.2191387976925,233.42805703628994,309.9179660399237,660.7843197155228,1563.717940987893,5234.701152681298,1664.4129548350013,-219.49888779446238,-25.121141530849695,-46.446154577127395
25,8297.590376487298,3041.4655803949217,13249.935464249718,7578.3026393492355,6274.847678832721,1097.8544805554473,-128.78639798451388,369.9205280561876,436.4058897795305,2104.1293462623116,4620.714019256083,1540.9290456978672,-320.3802926359117,-34.327019325772554,-80.34735615377119
26,7741.588910667543,2808.575842189193,11661.240272016841,6699.604301781233,5556.979604536586,1081.3844811878637,1166.7853340588913,348.1745340769144,532.5090763903213,1829.5549739298299,4854.1888408943705,1225.4080422108868,-331.0778042679238,-39.516237611847814,-42.68144478763833
27,8305.671880804637,2487.9757111673557,11210.263259970747,6906.209607457558,5368.458464540455,1011.068599959537,456.96044036144986,100.4462474349098,292.5525989404384,2188.8923370842813,4766.9585101604525,1393.6455239033687,-226.8463327391764,-12.642714410254118,23.537504261440432
28,8096.504471995254,2809.3038713462784,12585.351129168186,7474.120677284999,5727.60676796982,800.0268766185588,106.7506459790792,-4.693484621530274,546.7414771822541,1896.0071793742009,4935.736515223706,1685.6593905198674,-205.39123742874074,-37.66567343083814,22.06687071853588
29,8304.016238228098,2825.685565513343,12498.311142719042,7414.494038384208,6028.188088774456,1074.8267219555255,56.09067797902958,521.1812286377801,1095.1235629461269,1937.1506804530732,5462.113503440788,1420.9051726276393,-199.27412648995335,-27.83228956210982,22.762018254136947
30,8590.745897237923,2824.428263143075,12351.898621449174,7376.3798530385575,5806.264911941241,1321.1644559929232,-685.6449492253417,124.1658344364941,339.0561190653167,2063.4723681114365,5882.22436287548,1626.8356145808543,-349.1195717282534,-4.5625577033087445,-24.332102375430654
31,8818.691932752467,3199.8968043134755,13611.893798301195,7592.753736848983,6061.971390071303,1143.9069649286082,225.90866094502206,1090.9883977564,-90.40408540734774,1675.4981128814245,5633.467122479874,1451.1210944077727,-227.02161135716835,59.23158612902732,110.3364575593339
32,8353.611850421496,3216.3098076252795,14662.518208474326,8145.8122963595015,6464.51559531884,1627.9171595300872,-72.71364248585127,871.7145525622084,-347.71893555962623,1719.5131971391231,4416.57960155664,1434.7171985316209,-251.82150708367362,40.799157346082126,71.49179513274157
33,7852.3593709325805,2646.0890372026433,11870.18265608093,7346.8511414097875,5549.736997883169,1464.2864540735732,-78.05416499630923,848.0949002228123,-79.92438087317248,1893.2957570194872,4725.154041519869,1205.1539303142763,-307.71450806954385,24.892810888619167,114.51447553143268
34,8474.17722397345,2774.2082479928376,12608.727093293543,7336.422233192421,6033.044280573614,1452.9683725828863,-3.964383762216414,658.7659538994378,-729.9397032660628,1826.6043295459408,4313.312558653637,1526.0447043115857,-278.0605188480343,35.78173246085723,36.253744172270586
35,8768.850145320235,2945.165284446446,13620.357894526207,7862.6531348563485,6511.361392928031,1720.7064180699667,-169.90459981546394,773.327931509466,-358.57183853443763,1866.3215496820299,4291.3091103136985,1675.2925537442966,-275.06607807184844,22.489705114002312,-5.983763679488959
36,8790.209056741862,2953.8346691592137,13382.543051421484,8305.991330486542,6383.4730883363045,1562.7973182430476,-302.045202237039,236.8029814051738,-59.53290663681784,2284.0876738079173,4095.510899261928,1616.3970838450405,-289.30393175066973,15.788874566667808,87.51341773279594
37,8039.341055957812,2684.8814474021356,12323.865199710972,7803.73164490211,6119.129448960303,1190.4175014692414,-319.08693447810475,301.3504060839663,-121.75043108427633,2193.4110678452266,4762.209882482528,1533.2792061375867,-306.349672435013,10.52730535201708,76.24976591659808
38,7691.768356543018,2782.5604646296742,12352.143382237584,7363.575648338052,5650.194452874115,1431.1027265132802,-208.37807676380865,497.98890922215287,356.1965055360994,1667.1871855626496,4032.8414038773626,1405.0356626606679,-295.66982563726947,29.24693079078061,130.54343188861765
39,7977.891296584668,2808.072095053594,13206.515015312652,7937.590472622599,5521.80620557041,1559.1409346020216,354.93592878250433,761.8971379040507,-195.07443530524256,1913.9704059396254,4522.108402437537,1559.0511009054867,-304.4010849822686,26.738810733134002,30.929298227624663
40,7570.742688575176,2526.7767086794947,11836.862832913519,7719.458152409143,5382.984299754314,1833.7450408203902,467.56248890473626,302.8523991269745,-406.3905402196395,1725.7886005064424,4707.121506700553,1341.6050189837608,-249.15331171875897,31.782026874262982,21.701232155854385
41,6689.71956661891,2699.88164509681,11761.983356075616,7869.535969764187,5186.959115572362,1677.7761557447257,504.43833938929345,1045.758226191801,288.557831446665,2685.701120159829,5653.745886495285,1338.9948305031967,-231.65948685581495,13.850562355463332,34.15993841274171
42,7103.8172585807715,2844.2378788642145,13723.141131010676,8287.431745174665,5571.2237788931125,1522.774508815898,481.78155007076487,194.17155806391727,74.64710385914748,3006.820034747095,4370.252636033357,1287.3232375032646,-230.8364243187172,16.339563323675875,98.01956002299681
