,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
0,6642.69877673591,16832.794005415588,2253.469321834239,11734.781602527737,5802.565958064801,5076.276082039545
1,6469.409317164971,16491.72091160832,2086.204690103269,11075.366591836817,5367.495107092136,4916.5213473940275
2,6389.243607000943,16450.563901045214,1962.1213126203747,10548.369731197621,5127.564589415326,4741.262676313331
3,6395.643592926229,16639.932365021083,1879.6340768159357,10068.10705000572,4979.504101560126,4619.160333436378
4,6496.948713232107,17232.84363504285,1831.9274804208658,9871.7367925383,4806.477710576828,4595.8633138231135
5,6738.0677039530565,18543.012506039708,1829.6128327758695,9861.513899646747,4781.8467544928,4588.762381529283
6,7008.812515906292,21046.314574070315,1885.6886360072997,10055.127148178473,4888.5387324709345,4637.273139120553
7,7288.239107321895,22641.4032488699,1980.218615117236,10137.630796256966,5097.891788191213,5002.433265458201
8,7505.981308476994,22716.07876638729,2054.4470982975245,10058.016047929863,5347.121889697182,5207.846201444389
9,7591.307870642852,22335.989939811974,2117.8176909633444,10208.204383718448,5459.445633981312,5339.468109424582
10,7530.342458155027,21849.486225413322,2153.485686973388,10400.157300216759,5651.055933202653,5367.744061408326
11,7381.429461916159,21215.47707945857,2164.933094929732,10579.45462696821,5647.2773183153,5270.879173769146
12,7185.824031327491,20573.815453743442,2158.03044319519,10650.481585804062,5580.864640487678,5214.7128042393015
13,7043.679810623046,20028.709387712992,2152.0155943791,10627.332661530569,5479.089219927237,5070.507000266247
14,6935.123207364513,19634.80587376387,2153.439734821978,10513.845480352824,5427.683249170305,5174.51105938565
15,7036.97029760994,19950.55283328011,2176.1725054147028,10566.123162526104,5392.703654131789,5222.069279962031
16,7513.790764971324,21688.106820656292,2247.963151661955,10673.363958475575,5743.019518299311,5319.3120431855605
17,7965.644491591459,23629.994334252133,2448.119716576136,11290.850622407275,6285.569219813769,5582.703993243423
18,8063.743484706131,23840.791084350712,2797.1806976572525,12991.045896591904,7154.937441091634,6138.90196964601
19,7990.424674509044,23471.624914859807,2946.7975604987364,13446.116011146485,7421.995386458914,6158.3767452383145
20,7815.5726274592325,22678.27801299065,2919.8987804678836,13349.86536084577,7377.31069314822,6091.495689872715
21,7515.464430687388,21143.700197401246,2838.0267137204205,13150.239309006654,7137.003175474453,5860.185886670851
22,7084.834877935218,19299.732598694067,2656.9867033009477,12792.931968647365,6631.779621776188,5606.466006825883
23,6678.036935335928,17885.646348681406,2414.9824243743537,12049.323314024516,6160.335240529142,5244.738554627949
24,6370.021692752201,17037.538408975815,2254.8464808316967,10293.140547519204,5360.207049669915,4642.77498515425
25,6212.649149489114,16712.89783626537,2061.4583768039374,9733.85834979257,5097.846340309903,4461.586178307593
26,6198.554074282625,16697.807962655195,1954.6415122766732,9333.093936253174,4789.435766672163,4306.429207351729
27,6258.803554894766,16912.44237790275,1896.618763999759,9039.895360286495,4720.480217766503,4143.552694358918
28,6445.78595531531,17564.474380633194,1866.4255273367107,8973.852610827942,4570.262107671663,4144.551787915131
29,6818.540389971327,19087.655736984903,1884.867355466437,9123.504065945452,4563.818728623697,4218.309688509503
30,7244.461163567939,21967.263817572013,1971.2759708928857,9515.530911603666,4720.536000293168,4423.566679031999
31,7634.972976463934,23627.207174427615,2102.731803540633,9905.85266245388,5076.853345685847,4852.420745823444
32,7847.097444229693,23469.721233498185,2197.303290404727,10148.202487820867,5267.242074051055,5009.810623799062
