,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
0,6315.241589662729,16620.435408576006,2355.6290627309095,13683.306744360185,6252.407026177394,5308.027371620608
1,6089.874192562156,16236.566515460894,2165.061317593876,12844.41971689527,5741.85790359278,5103.316452510278
2,5984.863710326003,16168.646324263083,2028.9826829500475,12200.910247889076,5464.373805762388,4904.429594319773
3,5957.776121861598,16318.974742907532,1934.7658439169518,11608.415038371968,5281.94936653088,4758.654491110121
4,6022.451483110762,16853.94677498789,1877.3087565939454,11346.636487827087,5076.560810491347,4716.576509108863
5,6231.290886785483,18088.213490165457,1870.7530207080756,11317.35245354906,5039.474054265754,4700.5641083078
6,6481.175689310786,20494.142642430244,1927.9628720820954,11539.131075313182,5151.631247056862,4750.095628702069
7,6739.135096825992,22014.293558453573,2024.456676557699,11633.585203755161,5371.884616381048,5123.671243145772
8,6940.124207598062,22078.060736653588,2100.219909353866,11542.157853743809,5634.108582417281,5333.787021785929
9,7011.158904750621,21698.900759420525,2162.5781469812127,11704.508342815765,5746.067353934497,5463.56138430418
10,6954.852639489162,21232.449424038758,2198.9999924720046,11924.597442536937,5947.7372227908445,5492.494490785356
11,6824.696781612432,20638.65689533083,2212.9217579772703,12139.528400726309,5949.704579363748,5398.036045665972
12,6650.178005327148,20034.798101273413,2207.7307226808553,12228.74822914929,5884.751287556072,5344.439781247631
13,6527.5124846315575,19521.912708324853,2204.1960728060185,12213.129301759254,5784.575279047248,5202.322382848928
14,6455.801950804771,19176.0835072213,2214.2902681881123,12119.203596491792,5753.476480191716,5326.76976920985
15,6611.188696011719,19541.202662380645,2256.0615108381885,12256.891071681035,5766.0756908257945,5414.152264169347
16,7149.044211664507,21301.62943632605,2358.8680114792014,12503.432397807785,6213.330279767962,5575.200076648674
17,7611.246184534815,23182.71029835939,2576.8368630809814,13268.329613206992,6820.529162245971,5873.050489959088
18,7766.831512512389,23436.310533165964,2952.9410080224693,15300.124624767739,7787.904072533882,6483.204963813306
19,7721.584171883467,23102.16350662608,3112.5195415812514,15850.384081227863,8087.087908410603,6517.318642723095
20,7553.6753095667555,22333.785231664606,3083.1095391252998,15731.886343623284,8034.884316723797,6444.829993933015
21,7258.82044629709,20841.478236987303,2994.1561132863485,15480.581981399577,7767.712330540945,6196.98022425074
22,6830.974218530777,19062.889668420663,2800.172676997482,15032.70577427081,7211.687922763425,5918.341978729221
23,6401.318608364086,17678.55653735844,2536.7279980570142,14111.705511030666,6672.021750211695,5514.146377650393
24,5983.313149750994,16746.992516164923,2294.2530045438566,12518.495721714045,5814.276558774589,5035.104585044829
25,5773.711770517341,16378.306148456617,2081.8299684508174,11773.269943893536,5484.4894434840935,4803.624083027062
26,5729.441208178294,16332.254421964199,1966.103051747375,11257.808537692395,5133.470241992346,4620.383140149836
27,5750.809681221438,16503.82409998354,1898.162386346779,10868.589355301508,5034.128841652338,4427.733553140418
28,5891.750997690086,17089.530195534153,1859.1299154975745,10755.793570458352,4852.115145047675,4411.4575243510135
29,6217.113275580476,18518.596042251756,1873.0824440507993,10918.509458337583,4834.217033805652,4481.416919730128
30,6604.776690791879,21276.159604918812,1958.7802501527476,11387.05700952247,4999.860072694547,4699.136521910407
31,6960.254575220814,22850.601285339788,2089.2000361936493,11853.631726517215,5376.688504002649,5154.173603354699
32,7153.296533716966,22689.813121367457,2183.0162535000427,12143.276834874081,5577.994830369523,5321.129891269373
33,7175.387652622737,22033.557883531066,2264.0515534485235,12588.875006335466,5698.124333698472,5472.537538837045
34,7057.979092577786,21325.407518661097,2304.978567116253,12892.766244018423,5967.564512813819,5516.608739984364
35,6886.3395122064785,20682.69758865648,2311.632725957125,13175.893518742652,6013.943800136599,5370.956348695408
36,6677.985334418492,20052.0996095979,2298.6382971704174,13221.903487810221,5960.313976530562,5320.132461489051
37,6508.443303030069,19548.90381776171,2287.6191506819628,13138.587135214768,5845.5481334132255,5232.6278380652
38,6440.300271584657,19251.705757018815,2290.9436901602794,13029.122204742456,5812.787690022449,5322.770281941237
39,6616.105895548388,19733.197178698712,2327.463186907187,13134.624914475045,5939.08113380712,5343.8467009996275
40,7128.469173443538,21568.647430956986,2426.2407966268393,13384.815749812537,6129.488233946463,5671.841527879129
41,7587.413209816148,23474.46501310612,2648.1786854645848,14030.514532549754,6821.824290595531,5882.186838914233
42,7727.817386320799,23686.378421192087,3010.1975372806423,15922.002145105922,7798.944003453674,6557.262731110243
43,7670.140257149321,23362.043538681697,3141.280166187985,16151.9526658476,7975.317465114449,6545.05662884546
44,7480.277743927883,22619.32714254401,3079.3044520530234,15981.259553164167,7839.738535557459,6412.087748273616
45,7156.801977634323,21145.538371727784,2979.5318891513066,15759.001061652947,7595.377360086701,6101.944792993584
46,6692.36589152441,19157.139531310717,2830.2256082715658,15070.272923806204,7117.62357644871,5770.221840343202
47,6245.216402757848,17722.037137439285,2573.6916466499006,14081.280465942864,6540.634709511356,5348.795496771735
48,5702.15946868381,16681.88440564908,2298.6104801863125,12046.659903643445,6313.2881289672305,4995.330772950339
49,5490.258871198365,16311.611147995722,2049.130246610528,10788.976366270897,5709.5445678554215,4779.030592231345
50,5434.122764280986,16301.458970095971,1929.0170829883903,10278.416212123957,5350.968061323063,4646.648939527483
51,5443.954461221464,16505.04609206862,1857.0579014932964,9897.286825244862,5210.8743136811045,4583.520728211801
