,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
0,38.770464271261815,6.795951697860787,24.363753077712534,17.07180767895572,1.874867320018466,32.07016105830075,1.8990803085992292,31.66379945250697,73.75871945002967,22.537001194080254,451.5863660466114,788.5199265269446,2028.5463857522152,411.7700501262813,408.5330265728443,917.0962782037958,205.2396728824916,1712.5132324168053,3586.1286777749,823.0498543869021,792.4606916542793,1209.41561515407,0.0,0.0,0.0,143.81106091403996
1,44.43866080214804,6.194342859033765,28.96792688767396,17.07180767895572,1.8910299693289705,29.03170181557102,2.498789879735828,29.55287948900651,76.1582637426739,34.80714628863506,393.3443861265811,700.349972861924,1780.824666569835,382.7039289408968,408.5330265728443,856.9321606620574,206.14381241060832,1531.6078223900427,3099.8298650527054,765.1701177914802,792.4606916542793,1124.0451011431946,0.0,0.0,0.0,141.86766819898534
2,35.369546352730076,6.439442756333661,33.18841954680527,17.023170050240747,-1.3738251913928416,27.168704907619933,1.7491529158150798,54.88391905101209,68.823293120841,83.13649329371827,341.85509953061234,647.2476144045822,1668.223885123299,345.88684210607636,367.96277220186903,800.0201575820346,198.00655665755798,1403.756402803821,1399.0842847301642,693.3992444131567,683.1557686674821,1026.47879941648,0.0,0.0,0.0,127.29222283607591
3,25.2612625393163,4.946561563688833,23.055749154428042,14.542650985777092,-3.151716615548284,25.50531481123504,2.498789879735828,47.28460718241041,66.91456470623764,106.42472786093454,305.5593729137819,595.1471872388883,1501.9211925253378,300.3499189156405,341.5449321463502,658.5531784974065,174.4989289265237,1137.6167130529109,1178.0393698564392,606.5796395200236,560.1877303073353,898.4230284001665,0.0,0.0,0.0,122.43374104843942
4,31.231762885183127,4.768307092925273,25.288075850166916,14.056274698627355,-6.125644088681023,20.382073314369567,1.8241166122071544,29.34178749265646,64.18780982823286,138.72776290578287,279.3926862830437,566.0911797810975,1541.764545960266,285.81685832294824,313.24010351543717,642.2926061888286,187.15688232015756,1095.8693107390425,1004.6708091711649,638.99229201346,489.92027981582294,944.157232334564,0.0,0.0,0.0,112.71677747316645
5,27.131767394508753,4.45636176908904,28.32264495218695,11.186654604443918,-10.473396753206604,18.718683217984672,1.7491529158150798,28.286327510906226,62.524489352649915,198.07519938352755,249.8496529902747,532.0255158650668,1435.226883514697,251.90638360666625,283.04828630913,600.0151181865259,176.3072079827571,1004.5468681774556,1001.2034379574594,590.3733132733054,497.7277743148798,866.9172434675814,0.0,0.0,0.0,102.99981389789347
6,24.2031991868842,5.147097843297841,18.90501670453857,9.460018785062356,-8.372252342841083,17.055293121599778,-0.4247942795550908,26.17540754740576,60.26128280390594,163.76887534364982,245.6292196627363,540.0409661982504,1370.2648942186183,253.8441250190252,279.2743091583416,589.4457461859503,169.97823128594018,1030.6389946236231,983.866581888932,590.3733132733054,497.7277743148798,866.9172434675814,0.0,0.0,0.0,104.94320661294807
7,35.12392450305834,14.616866602612053,5.232015693137982,19.211863342414556,-7.143890995242778,21.60189271838515,1.7991287134097964,6.9660358795515345,72.09539897444675,147.24174113465767,356.204572844243,646.2456831129342,1522.7090291000827,527.0656641616401,491.56052389018913,708.1479240385692,306.50330003156233,1334.177398947374,980.3992106752264,666.7745655792626,513.3427633129937,979.7282798390955,0.0,0.0,0.0,293.45229997324367
8,94.46994218143716,38.59209292031108,-18.835256495296736,34.678629273776146,-3.474969601758364,53.20630454969814,13.09365896981574,-64.80524287946426,98.59945638865335,84.63896003999028,838.178058849131,1031.9892303973988,3194.397553652506,2126.671200063971,1576.5789547418542,2044.7669678036757,1482.7888261113933,3731.1740818019775,2014.542675162888,1475.9332831832635,653.8776642960186,2158.654425703567,0.0,0.0,0.0,748.2061952960187
9,243.16563117501926,76.13694082488624,113.88354158730341,41.82836069487727,7.693421071799913,54.093445934436744,19.490561061939463,-50.66207912401115,113.73294596157994,43.32112451750982,953.8179320236839,1075.072275938261,2820.216495307093,2491.935456293637,1802.074089501461,2169.160345964297,2075.0002170278335,3284.128982024305,2661.2074065189613,1894.9825761341197,810.0275542771573,2772.509074067482,0.0,0.0,0.0,1001.8189446106433
