,CAISO,BPA
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,2064.9143368424625,0.0
8,7758.58848974347,2.0990187893689627
9,14569.295127798823,6.804053139065755
10,16219.311684441102,11.606066456201956
11,17904.434976331086,18.6397381559718
12,18140.607558906577,7.856882726820141
13,16870.38204721678,18.60971826665886
14,14023.544970766272,5.346585848310389
15,8604.341657074618,2.6405382439615
16,1618.1013427807236,0.07924340543498988
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,822.8562831789577,0.0
32,3403.171047715443,13.94202468094386
33,6410.152033159535,29.11758171366849
34,8812.689205651184,44.14784105399326
35,10057.132349965039,51.843104558811724
36,10062.211709737749,58.770417768960655
37,9026.022316104987,55.093662296967224
38,6755.5484977037895,36.89279419407352
39,3398.0916879427327,26.21689829484628
40,711.1103681793461,4.122973423839173
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,2635.1828864469367,0.0
56,11582.305809205509,14.816492007744202
57,18430.65659117729,31.57618808560603
58,21446.01408377171,43.649531632091275
59,22008.464186017303,50.403074251620836
60,21227.28348845398,45.461527688246164
61,20982.513536550807,26.335309230229228
62,17961.948172639302,19.090257744686173
63,11561.474323937153,10.300922393621704
64,36.45509921962165,0.14460870457647956
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,2320.403797980242,0.0
80,10644.722355756894,0.6680203430204158
81,17371.812290260146,2.649616046440014
82,21315.458207006835,5.227616537882071
83,21570.390462838746,7.97934701841393
84,21055.32325207632,5.601328798982588
85,18922.21662164605,9.698169943920254
86,16700.664106539407,6.691180845211102
87,9115.128820765432,3.7363444956141882
88,20.81079639444163,0.43534915816563835
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,2294.777502323552,0.0
104,10527.16316088338,18.81747994962611
105,17179.95982120704,37.272062952325676
106,21080.05252694976,53.6799613057059
107,21332.169337743155,59.78550521710897
108,20822.790475119768,64.50206202625851
109,18713.241650113807,57.49820436164958
110,16516.223727485656,45.96970557708263
111,9014.46229612301,27.698228208170143
112,20.580964146399573,4.244173843353513
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,2166.8421599174685,0.0
128,11118.648782231377,2.462644173766649
129,16836.171826615377,37.49347235420693
130,16737.097922548353,63.552660816287045
131,18887.96042051953,29.24315839257431
132,19118.067552546163,75.96364358887668
133,18856.00109662694,80.99921245809959
134,17468.96643968862,72.70633011958124
135,11204.938956741365,55.8991484156824
136,6.391864778517607,25.481016669569513
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,2649.9756414171775,0.0
152,11647.323767809883,0.6549932467188438
153,18534.11817188812,3.1219838899090564
154,21566.40255208683,6.166297188945985
155,22132.010001243067,7.748797960603967
156,21346.444099637185,8.223772619901643
157,21100.300117134007,5.535497673373721
158,18062.778630924593,2.597817994954141
159,11626.37534376706,1.13870624556117
160,36.659742074941185,0.009726603213382985
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,2230.040329245568,0.0
176,8400.792390229302,7.339065686046816
177,13185.478627941044,22.413760047196238
178,14717.616961862306,26.77760512278239
179,16145.881510432977,44.5326049515336
180,15639.49680684883,53.864481331728236
181,15418.765012978818,46.09204045095525
182,10221.829689656905,26.136635143801353
183,5378.714447685453,18.39098182294438
184,801.7757806748987,5.8270747991104335
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,181.02700170272965,0.0
199,3449.8574324491624,0.0
200,12992.566522207338,0.09937951235104434
201,21056.02639805178,1.1443384190450272
202,24045.558026171148,2.5227660910538217
203,24226.585027873876,10.727831750677712
204,24112.796626803593,5.693497635612685
205,23771.43142359273,5.704368752874854
206,20999.13219751664,5.777875377359059
207,13152.90472371547,3.2571907855309203
208,1179.2616110920676,0.27034509867677875
209,1168.9172109947685,0.0
210,1241.3280116758604,0.0
211,1236.1558116272113,0.0
212,1101.678610362326,0.0
213,387.91500364870643,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,2634.5310485313025,0.0
224,11016.730667941729,14.655955321377599
225,16900.516676328305,59.1790008134722
226,18454.889994961777,92.043219401898
227,19311.11258573445,116.73436212518153
228,19723.855783337684,81.12803876385506
229,18806.160801432616,96.74087779890058
230,15051.954057275509,81.14747926692749
231,8439.28112546194,59.160029569593554
232,1431.4285363686743,30.029603144515555
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,2931.6335069898855,0.0
248,11170.624990855913,17.490031461019118
249,18701.619116146565,36.126836210462706
250,21156.009959207866,49.85496900335898
251,20416.546051362475,57.408645223428486
252,19797.703915718816,58.22005100773429
253,17956.91078342284,57.585291340234946
254,14401.190715910958,14.374112644740134
255,8254.724758501035,25.392633065466597
256,0.0,36.89841021181762
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,2314.0440444595006,0.0
272,10615.54734296892,15.762888490577108
273,17324.19969607684,51.26377933413009
274,21257.03688374568,80.75139082114063
275,21511.270422262533,99.64138467760682
276,20997.61490566726,106.75330579741612
277,18870.35468542422,63.2776892630186
278,16654.89099263452,89.53892878076464
279,9090.146111867813,64.15363401566195
280,20.753758246273545,28.188291240587482
281,0.0,0.0
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,2845.6862219833747,0.0
296,11221.766287784803,15.661311277891512
297,17084.503048038874,50.93343177000165
298,20745.467986904347,80.23102291997834
299,21560.746703786444,98.99928826680399
300,22059.261078440468,106.06537964388424
301,22209.853962450536,62.86992317976774
302,19904.22497967568,88.96193333872739
303,13361.223812341648,63.74022328000533
304,3048.207686686571,28.00664381877768
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,0.0,0.0
310,0.0,0.0
311,0.0,0.0
312,0.0,0.0
313,0.0,0.0
314,0.0,0.0
315,0.0,0.0
316,0.0,0.0
317,0.0,0.0
318,0.0,0.0
319,412.52886520930923,0.0
320,2520.2935358881236,17.452224368460882
